"storm_id","prob"
17,2.84149993201868e-07
18,9.99908641845e-06
19,4.4478182917449e-05
20,6.82172112057651e-05
21,0.00106395676891962
22,0.00219238566051278
23,0.000221749678925032
24,0.00223780392814182
25,6.60437349451994e-07
26,7.71135429921363e-06
27,8.15659034140247e-05
28,0.000308449475492485
29,0.000523097625234785
30,0.000423680424972855
31,0.0015827080476179
32,0.0015469735978982
33,6.62458132761959e-07
34,3.04407423879889e-05
35,4.64982960034564e-05
36,4.25341463688457e-05
37,0.000619251028794744
38,0.000695166263371625
39,0.00040298083797544
40,0.00244525175555847
56,3.48210209524602e-06
57,7.75391969983141e-06
58,4.38446212159777e-06
59,0.000449901595311847
60,0.000573408903812489
61,0.00752175869730049
62,0.0013035099779179
63,4.98720533428959e-06
64,4.97203636675441e-05
65,0.000209916538453626
66,0.00169126521368753
67,0.000347573083397463
68,0.00561951226686585
69,0.00402996813033913
70,1.76823469636449e-05
71,0.000166757654757292
72,0.000142842879757123
73,7.21048650592931e-05
74,0.00198863645232162
75,0.0097311325069189
76,0.00156799149313545
77,1.20065750072074e-05
78,6.58929169148714e-05
79,0.000240853903174532
80,0.000942558086227465
81,0.000861720112203537
82,0.005166587864931
83,0.00484920530799042
84,2.56250645622645e-05
85,2.41754996868775e-05
86,5.48843313765745e-05
87,0.000708714923520643
88,0.00197205836410501
89,0.00203808780707114
90,0.00183629171995766
91,4.33053877657663e-06
92,2.47810963307746e-06
93,0.000275548977784339
94,0.000243582358176347
95,0.00158815176063176
96,0.00213306608684913
97,0.00287146104515722
98,1.17773166158571e-05
99,8.98820912212224e-05
100,5.95346349976891e-05
101,0.0001715701594487
102,0.00116891680656899
103,0.00278641500641222
104,0.00435098640761816
119,4.10623624885924e-06
120,1.74537266899238e-06
121,1.31165049072881e-05
122,0.000562512717083767
123,0.00046536660329435
124,0.000597437980962811
125,0.00573717753033553
126,0.000678550425689974
127,9.79351324567752e-09
128,6.15084365739264e-06
129,1.0981320258344e-05
130,7.45915719320712e-06
131,0.00336221702622825
132,0.00316333748981356
133,0.00422412020705607
134,2.85402813955368e-05
135,6.30063540799926e-07
136,6.31954862253921e-08
137,6.97087232906866e-05
138,0.00067650965734214
139,0.00175167891376854
140,0.000508549581994443
141,0.00605306181586491
142,0.000817158053447579
143,5.95455171790628e-08
144,7.6650667910425e-06
145,5.1083261395418e-05
146,0.00233941397811616
147,0.000320250684308441
148,0.00514886352653548
149,0.00402590503430006
150,0.0040514639652696
151,6.39133706039214e-07
152,2.31442926556899e-05
153,0.000259540009027173
154,0.00020929799663342
155,0.000485595951688341
156,0.0065649856241463
157,0.00514998066550753
158,0.00707484438671033
159,2.19873507710199e-07
160,9.79495410864727e-05
161,2.0952845414549e-05
162,0.000420020376551549
163,0.000259711873385082
164,0.00533987101573852
165,0.00969951829476358
166,0.00127524643759935
167,1.94137800698809e-05
168,2.11165783136677e-06
169,9.17686623488381e-05
170,0.00124778168936652
171,0.000959372303363878
172,0.0041895910242435
173,0.00467587269805015
174,0.00182765757493748
175,1.59768817512653e-07
176,3.97009917847128e-05
177,9.01851185105214e-05
178,0.0008423658344542
179,0.000661035581646484
180,0.00351042567112639
181,0.00553670490921603
182,0.00272620126906571
183,1.80489389768025e-06
184,5.68724053056907e-05
185,1.58522170984494e-05
186,0.00068830922990934
187,0.00139325177885843
188,0.00273350672290489
189,0.00114075166183888
190,0.00326460327361127
191,2.26168459035898e-05
192,4.8427243932395e-05
193,0.000124838560857812
194,7.81524779089727e-05
195,0.00131147028679925
196,0.00378338068418022
197,0.00650640292603242
198,0.00310005620723461
199,5.63890333636777e-06
200,1.44305848575564e-05
201,0.000104119166996634
202,9.92677120517505e-05
203,0.00290321410749636
204,0.00174388892753263
205,0.00470523895882341
